PID,word_type,voice,hits,total,hit_rate,fa_rate,cms,wr_accuracy,ir_rt_mean,ir_rt_median,wr_rt_mean,wr_rt_median
258,HH,A,4,4,1.0,0.0,1.0,0.75,2184.75,2077.5,2765.75,396.0
258,HH,P,3,4,0.75,0.0,0.75,1.0,1733.6666666666667,1722.0,705.6666666666666,511.0
258,HL,A,3,4,0.75,0.0,0.75,1.0,2524.3333333333335,2561.0,481.6666666666667,447.0
258,HL,P,4,4,1.0,0.0,1.0,0.75,1842.5,1773.5,300.75,218.5
258,LH,A,3,4,0.75,0.0,0.75,1.0,2654.6666666666665,2248.0,412.6666666666667,312.0
258,LH,P,3,4,0.75,0.0,0.75,1.0,2301.0,1770.0,844.6666666666666,768.0
258,LL,A,4,4,1.0,0.0,1.0,1.0,1943.0,1806.0,325.75,312.0
258,LL,P,4,4,1.0,0.0,1.0,0.25,2118.25,2218.5,975.25,375.0
259,HH,A,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.6,1814.6,1654.0,2369.8,1607.0
259,HH,P,4,6,0.6666666666666666,0.2013888888888889,0.46527777777777773,1.0,2107.75,1879.0,1168.5,1007.5
259,HL,A,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.6,1941.4,1997.0,1513.0,1159.0
259,HL,P,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.6,1476.6,1324.0,925.8,796.0
259,LH,A,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.8,1439.8,1445.0,1365.0,585.0
259,LH,P,4,6,0.6666666666666666,0.2013888888888889,0.46527777777777773,0.75,2046.0,1534.0,1473.0,1087.0
259,LL,A,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.8,1838.2,1371.0,1820.8,948.0
259,LL,P,5,6,0.8333333333333334,0.2013888888888889,0.6319444444444444,0.4,1696.0,1526.0,2549.4,2037.0
260,HH,A,4,6,0.6666666666666666,0.05555555555555555,0.611111111111111,0.75,2156.75,2152.0,435.5,455.5
260,HH,P,5,6,0.8333333333333334,0.05555555555555555,0.7777777777777778,0.6,2068.6,1768.0,846.0,483.0
260,HL,A,5,6,0.8333333333333334,0.05555555555555555,0.7777777777777778,0.8,1638.6,1481.0,1935.4,441.0
260,HL,P,6,6,1.0,0.05555555555555555,0.9444444444444444,0.6666666666666666,1663.0,1483.0,1282.3333333333333,416.5
260,LH,A,5,6,0.8333333333333334,0.05555555555555555,0.7777777777777778,0.8,1766.8,1721.0,509.2,466.0
260,LH,P,5,6,0.8333333333333334,0.05555555555555555,0.7777777777777778,1.0,1635.2,1714.0,483.2,365.0
260,LL,A,5,6,0.8333333333333334,0.05555555555555555,0.7777777777777778,0.8,2296.0,2118.0,564.6,450.0
260,LL,P,4,6,0.6666666666666666,0.05555555555555555,0.611111111111111,0.75,2044.0,2117.0,501.75,459.5
261,HH,A,6,6,1.0,0.18055555555555555,0.8194444444444444,0.6666666666666666,1132.5,1065.5,456.3333333333333,434.5
261,HH,P,6,6,1.0,0.18055555555555555,0.8194444444444444,0.8333333333333334,1381.5,1285.0,1659.3333333333333,1038.0
261,HL,A,6,6,1.0,0.18055555555555555,0.8194444444444444,0.8333333333333334,1429.3333333333333,1365.5,1081.3333333333333,628.0
