participant_ID,word_type,voice,hits,misses,n_repeats,hit_rate,fa_rate,corr_memorability
371,HH,Passive,4,2,6,0.6667,0.0694,0.5972
372,HL,Passive,5,1,6,0.8333,0.0625,0.7708
372,HL,Active,6,0,6,1.0,0.0625,0.9375
372,HH,Active,3,3,6,0.5,0.0625,0.4375
372,HH,Passive,5,1,6,0.8333,0.0625,0.7708
372,LL,Active,4,2,6,0.6667,0.0625,0.6042
372,LH,Active,6,0,6,1.0,0.0625,0.9375
372,LH,Passive,4,2,6,0.6667,0.0625,0.6042
372,LL,Passive,2,4,6,0.3333,0.0625,0.2708
373,LL,Active,3,1,4,0.75,0.2917,0.4583
373,HH,Passive,1,3,4,0.25,0.2917,-0.0417
373,HL,Passive,3,1,4,0.75,0.2917,0.4583
373,LH,Active,2,2,4,0.5,0.2917,0.2083
373,LH,Passive,3,1,4,0.75,0.2917,0.4583
373,HL,Active,3,1,4,0.75,0.2917,0.4583
373,HH,Active,3,1,4,0.75,0.2917,0.4583
373,LL,Passive,4,0,4,1.0,0.2917,0.7083
374,LL,Passive,4,2,6,0.6667,0.1458,0.5208
374,HH,Passive,4,2,6,0.6667,0.1458,0.5208
374,LH,Passive,5,1,6,0.8333,0.1458,0.6875
374,HH,Active,4,2,6,0.6667,0.1458,0.5208
374,HL,Active,3,3,6,0.5,0.1458,0.3542
374,LL,Active,3,3,6,0.5,0.1458,0.3542
374,HL,Passive,3,3,6,0.5,0.1458,0.3542
374,LH,Active,4,2,6,0.6667,0.1458,0.5208
375,LL,Active,6,0,6,1.0,0.0625,0.9375
375,LL,Passive,3,3,6,0.5,0.0625,0.4375
375,HL,Passive,5,1,6,0.8333,0.0625,0.7708
375,LH,Active,5,1,6,0.8333,0.0625,0.7708
375,HH,Active,5,1,6,0.8333,0.0625,0.7708
375,HL,Active,6,0,6,1.0,0.0625,0.9375
375,LH,Passive,5,1,6,0.8333,0.0625,0.7708
375,HH,Passive,6,0,6,1.0,0.0625,0.9375
377,HH,Passive,3,3,6,0.5,0.1806,0.3194
377,LH,Active,3,3,6,0.5,0.1806,0.3194
377,HL,Active,5,1,6,0.8333,0.1806,0.6528
377,LL,Passive,4,2,6,0.6667,0.1806,0.4861
377,LL,Active,5,1,6,0.8333,0.1806,0.6528
377,HL,Passive,6,0,6,1.0,0.1806,0.8194
377,HH,Active,6,0,6,1.0,0.1806,0.8194
377,LH,Passive,6,0,6,1.0,0.1806,0.8194
378,LL,Active,6,0,6,1.0,0.0764,0.9236
378,LL,Passive,6,0,6,1.0,0.0764,0.9236
378,HL,Active,5,1,6,0.8333,0.0764,0.7569
378,LH,Active,6,0,6,1.0,0.0764,0.9236
378,HL,Passive,6,0,6,1.0,0.0764,0.9236
378,HH,Active,6,0,6,1.0,0.0764,0.9236
378,LH,Passive,6,0,6,1.0,0.0764,0.9236
378,HH,Passive,6,0,6,1.0,0.0764,0.9236
379,HH,Passive,3,3,6,0.5,0.0903,0.4097
379,LH,Active,3,3,6,0.5,0.0903,0.4097
379,HH,Active,4,2,6,0.6667,0.0903,0.5764
379,LL,Passive,2,4,6,0.3333,0.0903,0.2431
379,HL,Passive,4,2,6,0.6667,0.0903,0.5764
379,LH,Passive,4,2,6,0.6667,0.0903,0.5764
379,LL,Active,1,5,6,0.1667,0.0903,0.0764
379,HL,Active,4,2,6,0.6667,0.0903,0.5764
380,HL,Passive,5,1,6,0.8333,0.0556,0.7778
380,LL,Active,5,1,6,0.8333,0.0556,0.7778
380,HL,Active,5,1,6,0.8333,0.0556,0.7778
380,HH,Active,5,1,6,0.8333,0.0556,0.7778
380,LL,Passive,5,1,6,0.8333,0.0556,0.7778
380,HH,Passive,6,0,6,1.0,0.0556,0.9444
380,LH,Passive,6,0,6,1.0,0.0556,0.9444
380,LH,Active,6,0,6,1.0,0.0556,0.9444
381,LH,Passive,6,0,6,1.0,0.2431,0.7569
381,HH,Active,6,0,6,1.0,0.2431,0.7569
381,LL,Active,6,0,6,1.0,0.2431,0.7569
381,HH,Passive,6,0,6,1.0,0.2431,0.7569
381,LL,Passive,6,0,6,1.0,0.2431,0.7569
381,LH,Active,6,0,6,1.0,0.2431,0.7569
381,HL,Active,6,0,6,1.0,0.2431,0.7569
381,HL,Passive,6,0,6,1.0,0.2431,0.7569
382,HH,Active,6,0,6,1.0,0.0903,0.9097
382,LH,Active,5,1,6,0.8333,0.0903,0.7431
382,LL,Active,5,1,6,0.8333,0.0903,0.7431
382,HL,Passive,6,0,6,1.0,0.0903,0.9097
382,HH,Passive,6,0,6,1.0,0.0903,0.9097
382,LL,Passive,5,1,6,0.8333,0.0903,0.7431
382,HL,Active,6,0,6,1.0,0.0903,0.9097
382,LH,Passive,6,0,6,1.0,0.0903,0.9097
383,LL,Passive,5,1,6,0.8333,0.1667,0.6667
383,HH,Passive,6,0,6,1.0,0.1667,0.8333
383,HL,Active,6,0,6,1.0,0.1667,0.8333
383,HL,Passive,5,1,6,0.8333,0.1667,0.6667
383,LH,Passive,5,1,6,0.8333,0.1667,0.6667
383,LL,Active,6,0,6,1.0,0.1667,0.8333
383,LH,Active,5,1,6,0.8333,0.1667,0.6667
383,HH,Active,5,1,6,0.8333,0.1667,0.6667
384,HH,Active,5,1,6,0.8333,0.0625,0.7708
384,HL,Passive,5,1,6,0.8333,0.0625,0.7708
384,HL,Active,5,1,6,0.8333,0.0625,0.7708
384,LH,Active,6,0,6,1.0,0.0625,0.9375
384,LL,Passive,6,0,6,1.0,0.0625,0.9375
384,LH,Passive,6,0,6,1.0,0.0625,0.9375
384,LL,Active,3,3,6,0.5,0.0625,0.4375
384,HH,Passive,5,1,6,0.8333,0.0625,0.7708
386,HL,Active,4,2,6,0.6667,0.0486,0.6181
386,HL,Passive,3,3,6,0.5,0.0486,0.4514
386,LL,Active,4,2,6,0.6667,0.0486,0.6181
386,LL,Passive,3,3,6,0.5,0.0486,0.4514
386,HH,Active,4,2,6,0.6667,0.0486,0.6181
386,LH,Passive,4,2,6,0.6667,0.0486,0.6181
386,LH,Active,4,2,6,0.6667,0.0486,0.6181
386,HH,Passive,4,2,6,0.6667,0.0486,0.6181
390,LH,Active,2,4,6,0.3333,0.1111,0.2222
390,HL,Passive,3,3,6,0.5,0.1111,0.3889
390,LL,Passive,3,3,6,0.5,0.1111,0.3889
390,HL,Active,4,2,6,0.6667,0.1111,0.5556
390,LH,Passive,4,2,6,0.6667,0.1111,0.5556
390,HH,Passive,6,0,6,1.0,0.1111,0.8889
390,LL,Active,3,3,6,0.5,0.1111,0.3889
390,HH,Active,5,1,6,0.8333,0.1111,0.7222
391,LH,Passive,5,1,6,0.8333,0.0764,0.7569
391,LH,Active,5,1,6,0.8333,0.0764,0.7569
391,HH,Passive,5,1,6,0.8333,0.0764,0.7569
391,HH,Active,5,1,6,0.8333,0.0764,0.7569
391,LL,Active,5,1,6,0.8333,0.0764,0.7569
391,LL,Passive,4,2,6,0.6667,0.0764,0.5903
391,HL,Active,6,0,6,1.0,0.0764,0.9236
391,HL,Passive,4,2,6,0.6667,0.0764,0.5903
392,LL,Active,4,2,6,0.6667,0.1806,0.4861
392,HH,Passive,6,0,6,1.0,0.1806,0.8194
392,LL,Passive,6,0,6,1.0,0.1806,0.8194
392,LH,Active,5,1,6,0.8333,0.1806,0.6528
392,HL,Active,5,1,6,0.8333,0.1806,0.6528
392,LH,Passive,6,0,6,1.0,0.1806,0.8194
392,HH,Active,5,1,6,0.8333,0.1806,0.6528
392,HL,Passive,6,0,6,1.0,0.1806,0.8194
395,LH,Active,5,1,6,0.8333,0.0903,0.7431
395,HH,Passive,5,1,6,0.8333,0.0903,0.7431
395,HL,Passive,5,1,6,0.8333,0.0903,0.7431
395,HH,Active,4,2,6,0.6667,0.0903,0.5764
395,HL,Active,6,0,6,1.0,0.0903,0.9097
395,LH,Passive,6,0,6,1.0,0.0903,0.9097
395,LL,Passive,2,4,6,0.3333,0.0903,0.2431
395,LL,Active,6,0,6,1.0,0.0903,0.9097
396,HL,Passive,6,0,6,1.0,0.0417,0.9583
396,HH,Active,4,2,6,0.6667,0.0417,0.625
396,LL,Passive,5,1,6,0.8333,0.0417,0.7917
396,HL,Active,6,0,6,1.0,0.0417,0.9583
396,LH,Active,6,0,6,1.0,0.0417,0.9583
396,HH,Passive,6,0,6,1.0,0.0417,0.9583
396,LH,Passive,5,1,6,0.8333,0.0417,0.7917
396,LL,Active,6,0,6,1.0,0.0417,0.9583
397,LL,Passive,5,1,6,0.8333,0.0417,0.7917
397,LH,Passive,5,1,6,0.8333,0.0417,0.7917
397,HH,Active,6,0,6,1.0,0.0417,0.9583
397,HH,Passive,5,1,6,0.8333,0.0417,0.7917
397,LL,Active,6,0,6,1.0,0.0417,0.9583
397,HL,Passive,5,1,6,0.8333,0.0417,0.7917
397,LH,Active,6,0,6,1.0,0.0417,0.9583
397,HL,Active,6,0,6,1.0,0.0417,0.9583
398,LH,Passive,6,0,6,1.0,0.1111,0.8889
398,LL,Active,4,2,6,0.6667,0.1111,0.5556
398,LL,Passive,5,1,6,0.8333,0.1111,0.7222
398,LH,Active,5,1,6,0.8333,0.1111,0.7222
398,HH,Active,6,0,6,1.0,0.1111,0.8889
398,HH,Passive,6,0,6,1.0,0.1111,0.8889
398,HL,Passive,6,0,6,1.0,0.1111,0.8889
398,HL,Active,5,1,6,0.8333,0.1111,0.7222
